Description,Sentiment
Ordered for Buy 1 Get 1 Offer but got only 1 Plate,
,
What are pathetic Momo that I had today please my dear friend don’t order steam momos from this restaurant the stuffing is so pathetic don’t order from this restaurant,
,
No,
,
i have ordered in buy 1 get 1 offer..but i only received one.,
,
Bad,
,
Ordered for Buy 1 Get 1 Offer but got only 1 Plate,
,
This order is in 1:1 offer I have received only one momo,
,
"the description was buy one get one free, but I got just one",
,
What are pathetic Momo that I had today please my dear friend don’t order steam momos from this restaurant the stuffing is so pathetic don’t order from this restaurant,
,
they didn't gave buy one get one,
,
These people have become greedy for making money now. stay away!,
,
nice,
,
old children nd too much salt,
,
The restaurant made a delay nearly about for 1 and a half hour.. bad service in delivery..,
,
Momos were broken. Packaging was worse. Delivery was extremely late. Sauce was drained all over the packets. WORST WOW MOMO EXPERIENCE EVER.,
,
bad packing,
,
Too much spicy.,
,
bad,
,
Wow momo never disappoints me ...My mom's favrt ??,
,
"I was booked cheese deep but received one spoon mayonnaise in plastic pouch @25/-, please return it",
,
best service ecer,
,
amazing ??,
,
buy 1 get 1..but get 1 not delivered,
,
"Total scam..!!!. . It was mentioned that the order has an offer of buy 1 get 1 free. i had ordered 3 pkts, that means i should have received 6 pkts.. . but I have got only 3 pkts.. . proof is given.. . it is highly disappointing.. . i want the refund immediately.",
,
No,
,
the quantity was less for what I paid.,
,
momos were very dry.,
,
tasty,
,
super,
,
love to order again,
,
MoMo is my all time favorite??but wow MoMo is always wow ???????,
,
it was not hot and taste is ok,
,
"Earlier used to get Mayo as dip instead of pudina chutney which doesn't go well with it. For 5 peice momo, Mayo dip pouch should be provided instead of charging extra for it.",
,
1 moberg missing. was supposed to get 3 moberg in the meal but got only 2.,
,
Very tasty,
,
taken too much time for delivery..more than 1hr..,
,
chicken wasn't fresh and stuffing was tasting bad smelling bad at same time,
,
Variety of momo and very delicious but cost is quite expensive but its ok because the quantity and quantity is next level. And staff treats well thier is good hospitality.,
,
no,
,
Thanks,
,
Ordered the Valentine combo from this place the food was very good reasonable . 2 mo burgers . 2 cold drinks. 1 plate of chili momos . What a combination. Must try,
,
good,
,
delayed service. quite unhappy with the service,
,
I was overcharged n the burger didn’t come along,
,
Rider was very polite  and minimal calling,
,
THANKS,
,
"too much late delivery approximately 1hr 40 minutes and food arrived too pale, had to heat the momos to make it edible",
,
I asked for tomato and garlic sauce but I received Schezwan sauce ??,
,
very quick,
,
Shaikh the fast delivery,
,
Perfect hand off!,
,
The darjeeling veg momo taste was awesome n staff was too polite.darjeeling sauce tastewise too good.  Keep it up guys..,
,
Ordered the Valentine combo from this place the food was very good reasonable . 2 mo burgers . 2 cold drinks. 1 plate of chili momos . What a combination. Must try,
,
good,
,
Variety of momo and very delicious but cost is quite expensive but its ok because the quantity and quantity is next level. And staff treats well thier is good hospitality.,
,
no,
,
Very tasty,
,
chicken wasn't fresh and stuffing was tasting bad smelling bad at same time,
,
taken too much time for delivery..more than 1hr..,
,
My favourite,
,
Thanks,
,
terrible!,
,
"Earlier used to get Mayo as dip instead of pudina chutney which doesn't go well with it. For 5 peice momo, Mayo dip pouch should be provided instead of charging extra for it.",
,
1 moberg missing. was supposed to get 3 moberg in the meal but got only 2.,
,
love to order again,
,
MoMo is my all time favorite??but wow MoMo is always wow ???????,
,
it was not hot and taste is ok,
,
super,
,
i have ordered in buy 1 get 1 offer..but i only received one.,
,
i ordered normal  chicken &amp; chicken darjeeling steam momos and i felt that the mixture of both the momos is the same. Hence gave a rating of 3.,
,
If you want to have momos and you are a momo lover just try momos from here . They will never disappoint you . I like their Schezwan momos.,
,
"spillage of all the order , it's so upsetting when you wait for the order and than you get order spilled like this",
,
please try to provide all the items that are ordered. don't be so casual to just send the order without packing all the items that has been ordered,
,
"100%sure one piece is grounded and it has been delivered,,,It must check in cctv camera,,,",
,
You did not give the chocolate momo,
,
good,
,
Initially it was shown that the order will be delivered within 22 minutes. But the order reached me after 45 minutes. . . It is so much pathetic.,
,
Spiiled in bag,
,
"Issue created by rajnish.sharma_bpoc@external.swiggy.in on 25 Feb 2022, 02:11 pm",
,
Hairs in the food,
,
One Can And 5pc Momo missing,
,
"Issue created by krishan.1_tm@external.swiggy.in on Feb 23, 2022, 07:20 PM",
,
Had ordered beg momos but received paneer momos,
,
they didnt send the paneer item........,
,
"I ordered this along with the momos, while the momos were amazing this drink tastes absolutely horrible and tastes like medicine. ",
,
Same corn and cheese given instead of paneer,
,
"All the momos are small in size, oily, and uncooked",
,
Stale food.. need refund,
,
1 chilli momo and 1 plate 1 veg steamed momo missing,
,
I have received only two out of three items,
,
I received noodles and paneer chili,
,
"Issue created by rochelle.serrao_cb@external.swiggy.in on Feb 25, 2022, 05:40 PM",
,
Haven't get the pepsi,
,
I received pan fried momos but I ordered fried chicken cheese momos,
,
I need my food,
,
The food was very spicy. So much chillies. Ordered the same once before. Same issue. I ordered with tomato garlic sauce. Still spicy. Please look in to this issue. Unable to eat the food with so much spice.,
,
Whole packaging is spoiled and food is spilled,
,
Received different item,
,
"Issue created by shivam.kumar6_ig@external.swiggy.in on Feb 26, 2022, 06:25 PM",
,
One chicken moburg is missing in my order.<br/>It was not expected from swiggy<br/>I want complete refund against my order.,
,
I have ordered for veg momos . But have recieved a piece of chicken momos... This is atrocious...,
,
"Issue created by priyanka.n1_kt@external.swiggy.in on Feb 22, 2022, 07:59 PM",
,
Cold drinks not received as mentioned in the meal,
,
Ordered for non veg thupka received veg thupka insted,
,
"Issue created by payel.basak_kt@external.swiggy.in on Feb 27, 2022, 08:02 PM",
,
Same corn and cheese given instead of paneer,
,
"Issue created by kaustav.g117962_gv@external.swiggy.in on Feb 27, 2022, 07:20 PM",
,
One Pepsi can Missing. Very bad,
,
The food was burnt and tastes bad,
,
no coke,
,
There is a glass piece in my food,
,
2 momoburg is missing,
,
I have ordered for veg momos . But have recieved a piece of chicken momos... This is atrocious...,
,
Momo are stick with the box due to heat and broken,
,
"Issue created by g.indumathi2_cb@external.swiggy.in on Feb 25, 2022, 02:38 PM",
,
No sause was given for veg momo,
,
It is too much spice an burnt,
,
The 2 pepsi bottles are missing..,
,
cold food,
,
I did not get buy one get one,
,
It's too spicy. Not edible at all,
,
1 pepsi is missing,
,
I didnt receive chicken chilli meal for two combo containing 2 chicken moburgs 2 pepsi and 1 plate chilly chicken momos. I HAVE ALREADY PAID FOR THIS COMBO PLEASE SEND ME THIS ITEM OR REFUND THE AMOUNT,
,
Cold drink is missing,
,
Bun is missing and old product experied,
,
No chutney was provided with the two momos,
,
We order these momos and it is not delivered,
,
Received veg momo instead of chicken,
,
Pepsi is missing,
,
the food is soo cold and momos are so swaggy,
,
"Ordered momos, but they didn't give any type of chutney or Szechuan sauce ",
,
Two Pepsi Bottles are missing in the items,
,
"Issue created by avinash.kumar5_dit@external.swiggy.in on Feb 23, 2022, 03:15 PM",
,
"Issue created by yuvraj.singh4_tm@external.swiggy.in on Feb 24, 2022, 08:53 PM",
,
We order these momos and it is not delivered,
,
Some items missing,
,
Ordered 2 meals received just one,
,
I received plain chicken steamed momos instead of Schezwan,
,
The momos I have ordered are broken and not in a condition to eat. They have sent me improper and broken food and only 4 peice in a packet where as it was written that 5 pcs are there in a packet even.,
,
Cold drinks are not there and moms were split fully.gravy is spread,
,
"Issue created by syed.hussain_hrh@external.swiggy.in on Feb 24, 2022, 01:14 AM",
,
Food smells like its stale...<br/>I just hate it...<br/>I threw the whole burger and momos in dustbin..<br/>I want my half money back,
,
It's was buy 1 get 1 but I got only 1,
,
"Issue created by sachin.thakur1_tm@external.swiggy.in on Feb 26, 2022, 07:07 PM",
,
Food is spoiled. Smells bad,
,
The momo chutney Wass fully spilled out of the box,
,
They didnt provide sauce with the momo and burgers,
,
They said buy 1 get 1 offer but I received 1 pack only,
,
"I ordered 2 sets of that meal , but I got only 1 set of that meal. I have the photos how do I upload them ?",
,
Cool drinks were missing,
,
2 cold drinks bottles are missing and quantity of momos are also less,
,
Ordered non veg prawn received veg,
,
I selected the cheese dip but it's missing from my order.,
,
I have not received the moburgs and the cold drinks in the same.,
,
2 coke is missing,
,
2 Pepsi is missing,
,
"Issue created by saksham.4730_31p@external.swiggy.in on Feb 27, 2022, 06:40 PM",
,
Cold food,
,
Thupka had no vegetables as mentioned in the description,
,
"Issue created by bhaskar.saha_kt@external.swiggy.in on 25 Feb 2022, 03:37 am",
,
"Issue created by shaikh.sajid_cb@external.swiggy.in on Feb 24, 2022, 01:57 PM",
,
"It was cold and tasteless, infact outlet is with 250 meter away",
,
I haven't received my complete order. One item wasn't delivered to me. <br/>,
,
I ordered two chicken Darjeeling moms the restaurant offer was buy 2 get 1 free I ordered 2 but I can't get the free item from the restaurant,
,
"Issue created by eva.mb_tm@external.swiggy.in on Feb 27, 2022, 06:23 PM",
